name,stars,forks,age_years,language,description,url,watchers,open_issues,releases,contributors,loc_total,cbo_avg,dit_avg,lcom_avg,wmc_avg,cc_avg,created_at,updated_at,loc_comments_total,classes_count,methods_count,cbo_max,dit_max,lcom_max,noc_avg,clone_url
baidu/jackson-v2,758,125,4.26,Java,A popular Java utils for akka,https://github.com/baidu/jackson-v2,728,,57,33,15487,14.39,1.64,10.26,19.36,2.48,2021-06-16T22:56:09.341436Z,2025-07-25T22:56:09.341439Z,4531.0,44.0,655.0,59.0,3.0,38.0,5.8,https://github.com/baidu/jackson-v2.git
sonar/framework-cloud,754,248,11.56,Java,A popular Java shared for data,https://github.com/sonar/framework-cloud,840,,6,27,26251,20.77,5.17,55.34,20.89,3.35,2014-02-24T22:56:09.311507Z,2025-03-31T22:56:09.311511Z,7175.0,115.0,1845.0,83.0,14.0,188.0,2.47,https://github.com/sonar/framework-cloud.git
maven/library-okhttp,753,103,3.22,Java,A popular Java service for reactor,https://github.com/maven/library-okhttp,851,,9,30,12941,5.38,3.05,10.79,12.24,2.99,2022-06-30T22:56:09.352114Z,2024-11-15T22:56:09.352117Z,3605.0,28.0,474.0,36.0,6.0,33.0,7.16,https://github.com/maven/library-okhttp.git
redhat/utils-cassandra,750,278,12.66,Java,A popular Java server for mongodb,https://github.com/redhat/utils-cassandra,897,,42,22,37664,8.87,1.39,48.43,32.79,6.39,2013-01-21T22:56:09.338034Z,2025-09-14T22:56:09.338037Z,5426.0,118.0,1867.0,55.0,2.0,128.0,7.82,https://github.com/redhat/utils-cassandra.git
jetbrains/okhttp,748,293,13.93,Java,A popular Java common for rest,https://github.com/jetbrains/okhttp,842,,13,46,50220,8.78,4.42,36.73,23.74,4.55,2011-10-14T22:56:09.349494Z,2025-06-09T22:56:09.349497Z,9419.0,174.0,3243.0,45.0,11.0,145.0,7.04,https://github.com/jetbrains/okhttp.git
uber/rest,746,101,13.43,Java,A popular Java common for akka,https://github.com/uber/rest,697,,78,26,22176,8.86,1.93,25.68,31.58,3.63,2012-04-12T22:56:09.354788Z,2025-06-11T22:56:09.354791Z,3999.0,102.0,1334.0,45.0,5.0,55.0,2.17,https://github.com/uber/rest.git
amazon/redis-spring,741,99,12.7,Java,A popular Java core for akka,https://github.com/amazon/redis-spring,705,,20,34,1000,23.8,1.21,42.36,26.21,7.53,2013-01-06T22:56:09.325223Z,2025-08-10T22:56:09.325228Z,246.0,10.0,122.0,143.0,3.0,74.0,1.71,https://github.com/amazon/redis-spring.git
gitlab/kafka,740,51,11.71,Java,A popular Java core for jetty,https://github.com/gitlab/kafka,705,,22,14,1000,4.42,4.73,33.89,17.81,4.18,2013-12-31T22:56:09.345124Z,2025-04-07T22:56:09.345125Z,133.0,10.0,54.0,15.0,8.0,107.0,3.57,https://github.com/gitlab/kafka.git
spotify/boot,739,266,1.97,Java,A popular Java tool for tomcat,https://github.com/spotify/boot,619,,71,28,6791,23.98,3.15,58.89,36.36,5.66,2023-09-30T22:56:09.345023Z,2025-01-13T22:56:09.345025Z,1186.0,38.0,406.0,76.0,9.0,145.0,4.44,https://github.com/spotify/boot.git
alibaba/library-retrofit,734,129,3.72,Java,A popular Java framework for data,https://github.com/alibaba/library-retrofit,651,,10,21,4579,10.71,1.68,28.69,29.48,6.11,2021-12-29T22:56:09.320037Z,2024-11-07T22:56:09.320040Z,1078.0,40.0,371.0,62.0,4.0,96.0,3.96,https://github.com/alibaba/library-retrofit.git
amazon/jetty-spring,727,130,7.7,Java,A popular Java server for security,https://github.com/amazon/jetty-spring,596,,76,19,17103,15.06,5.12,20.11,17.2,11.16,2018-01-07T22:56:09.345578Z,2024-09-26T22:56:09.345580Z,4090.0,78.0,683.0,55.0,12.0,59.0,0.57,https://github.com/amazon/jetty-spring.git
airbnb/jackson,721,47,13.25,Java,A popular Java core for spring,https://github.com/airbnb/jackson,740,,64,36,6721,14.02,5.19,37.13,16.38,3.2,2012-06-19T22:56:09.354178Z,2025-02-17T22:56:09.354181Z,1884.0,32.0,303.0,56.0,14.0,137.0,4.63,https://github.com/airbnb/jackson.git
google/shared-cloud-core,714,45,5.87,Java,A popular Java api for zookeeper,https://github.com/google/shared-cloud-core,791,,37,25,32828,11.4,2.23,55.38,8.95,3.73,2019-11-05T22:56:09.342726Z,2025-08-08T22:56:09.342729Z,5395.0,85.0,744.0,32.0,5.0,208.0,2.19,https://github.com/google/shared-cloud-core.git
alibaba/elasticsearch,714,123,7.69,Java,A popular Java extension for tomcat,https://github.com/alibaba/elasticsearch,684,,9,33,58538,16.44,2.2,9.84,33.86,8.15,2018-01-10T22:56:09.326012Z,2025-06-05T22:56:09.326019Z,7253.0,248.0,2588.0,86.0,4.0,35.0,4.57,https://github.com/alibaba/elasticsearch.git
dropbox/jetty-server,714,199,12.47,Java,A popular Java library for tomcat,https://github.com/dropbox/jetty-server,582,,18,32,26853,18.81,2.52,44.88,37.51,2.53,2013-03-31T22:56:09.329547Z,2025-06-06T22:56:09.329550Z,6022.0,63.0,642.0,89.0,6.0,78.0,3.11,https://github.com/dropbox/jetty-server.git
atlassian/server-web,714,253,6.34,Java,A popular Java service for httpclient,https://github.com/atlassian/server-web,580,,75,47,42322,18.27,2.06,38.03,35.4,3.45,2019-05-16T22:56:09.327627Z,2025-02-27T22:56:09.327631Z,4614.0,381.0,3205.0,69.0,5.0,81.0,6.84,https://github.com/atlassian/server-web.git
eclipse/akka,712,218,12.81,Java,A popular Java utils for boot,https://github.com/eclipse/akka,607,,96,44,16151,21.39,1.13,53.54,33.48,2.11,2012-11-25T22:56:09.327169Z,2025-06-30T22:56:09.327170Z,2283.0,57.0,635.0,109.0,2.0,92.0,4.64,https://github.com/eclipse/akka.git
ibm/retrofit,710,172,13.74,Java,A popular Java shared for jetty,https://github.com/ibm/retrofit,799,,13,28,1466,16.68,4.15,9.85,33.56,11.07,2011-12-23T22:56:09.330742Z,2025-02-24T22:56:09.330743Z,241.0,10.0,85.0,89.0,8.0,23.0,7.91,https://github.com/ibm/retrofit.git
maven/cloud,709,211,3.96,Java,A popular Java framework for api,https://github.com/maven/cloud,739,,70,20,5209,5.43,2.64,33.38,32.91,8.19,2021-10-04T22:56:09.335607Z,2025-09-09T22:56:09.335610Z,706.0,16.0,290.0,38.0,7.0,66.0,1.66,https://github.com/maven/cloud.git
microsoft/reactor,709,250,12.51,Java,A popular Java utils for rest,https://github.com/microsoft/reactor,785,,44,46,17949,19.79,1.41,47.81,23.57,2.82,2013-03-14T22:56:09.346326Z,2025-04-30T22:56:09.346328Z,3482.0,173.0,1256.0,130.0,3.0,186.0,3.09,https://github.com/microsoft/reactor.git
spring/gson,704,179,2.49,Java,A popular Java library for flink,https://github.com/spring/gson,742,,42,51,23981,24.34,1.38,44.66,18.62,9.85,2023-03-23T22:56:09.360106Z,2025-02-11T22:56:09.360108Z,5492.0,143.0,1640.0,146.0,4.0,119.0,0.72,https://github.com/spring/gson.git
linkedin/akka,701,58,13.85,Java,A popular Java api for mongodb,https://github.com/linkedin/akka,796,,12,34,32013,13.55,2.74,53.25,37.75,11.39,2011-11-12T22:56:09.316361Z,2025-01-22T22:56:09.316364Z,7075.0,149.0,2208.0,29.0,6.0,94.0,0.8,https://github.com/linkedin/akka.git
oracle/service-jetty,701,224,14.72,Java,A popular Java client for retrofit,https://github.com/oracle/service-jetty,598,,74,18,24429,6.9,1.31,58.14,15.69,9.7,2010-12-28T22:56:09.339875Z,2025-04-15T22:56:09.339880Z,7270.0,108.0,1866.0,35.0,2.0,195.0,7.77,https://github.com/oracle/service-jetty.git
oracle/library-hadoop,700,127,6.8,Java,A popular Java library for elasticsearch,https://github.com/oracle/library-hadoop,792,,63,29,33387,4.05,3.18,58.49,22.58,5.55,2018-11-29T22:56:09.318297Z,2025-05-13T22:56:09.318300Z,6932.0,90.0,610.0,28.0,7.0,186.0,3.98,https://github.com/oracle/library-hadoop.git
baidu/jetty-client,698,243,14.58,Java,A popular Java tool for gson,https://github.com/baidu/jetty-client,568,,92,19,34695,22.67,1.98,24.86,26.25,2.85,2011-02-18T22:56:09.359947Z,2025-03-25T22:56:09.359949Z,6284.0,80.0,1461.0,131.0,5.0,41.0,3.24,https://github.com/baidu/jetty-client.git
amazon/jackson,690,126,6.79,Java,A popular Java tool for elasticsearch,https://github.com/amazon/jackson,657,,17,33,11297,15.2,3.08,21.98,38.44,7.85,2018-12-05T22:56:09.349220Z,2025-07-11T22:56:09.349223Z,2930.0,37.0,200.0,111.0,5.0,68.0,1.87,https://github.com/amazon/jackson.git
spotify/service-cassandra-2,687,212,13.2,Java,A popular Java utils for jetty,https://github.com/spotify/service-cassandra-2,746,,90,14,25542,3.99,1.9,35.94,14.68,3.17,2012-07-05T22:56:09.344434Z,2025-07-14T22:56:09.344436Z,7168.0,215.0,1289.0,23.0,4.0,81.0,2.47,https://github.com/spotify/service-cassandra-2.git
ibm/lucene-server,682,102,6.17,Java,A popular Java client for zookeeper,https://github.com/ibm/lucene-server,602,,54,46,19405,9.89,3.07,18.22,34.37,2.56,2019-07-19T22:56:09.358347Z,2025-01-23T22:56:09.358351Z,3544.0,39.0,570.0,57.0,5.0,37.0,7.31,https://github.com/ibm/lucene-server.git
tencent/netty,678,159,14.73,Java,A popular Java core for akka,https://github.com/tencent/netty,672,,83,13,1000,5.73,3.89,15.23,27.94,2.24,2010-12-27T22:56:09.312773Z,2025-08-17T22:56:09.312777Z,196.0,10.0,107.0,31.0,10.0,28.0,3.51,https://github.com/tencent/netty.git
amazon/httpclient,668,45,5.13,Java,A popular Java api for akka,https://github.com/amazon/httpclient,546,,87,26,9201,4.58,3.32,20.95,26.88,8.53,2020-08-01T22:56:09.345825Z,2025-02-13T22:56:09.345826Z,1773.0,41.0,757.0,9.0,5.0,83.0,4.23,https://github.com/amazon/httpclient.git
atlassian/microservice,667,102,7.49,Java,A popular Java extension for cassandra,https://github.com/atlassian/microservice,677,,17,16,13410,16.04,3.17,37.85,12.57,8.1,2018-03-25T22:56:09.357197Z,2024-10-04T22:56:09.357201Z,1657.0,98.0,797.0,125.0,7.0,126.0,2.12,https://github.com/atlassian/microservice.git
spring/flink,665,115,2.87,Java,A popular Java base for akka,https://github.com/spring/flink,606,,78,28,7634,18.86,2.99,52.65,20.37,10.86,2022-11-04T22:56:09.324537Z,2025-05-23T22:56:09.324540Z,1062.0,19.0,257.0,44.0,7.0,134.0,6.21,https://github.com/spring/flink.git
dropbox/rest,663,218,3.66,Java,A popular Java shared for okhttp,https://github.com/dropbox/rest,583,,78,28,18655,19.46,4.79,36.95,16.82,7.91,2022-01-21T22:56:09.360138Z,2025-02-23T22:56:09.360139Z,4082.0,156.0,2089.0,94.0,10.0,131.0,6.46,https://github.com/dropbox/rest.git
tencent/okhttp,662,70,3.98,Java,A popular Java utils for redis,https://github.com/tencent/okhttp,681,,19,47,28254,10.6,2.88,33.49,12.89,5.59,2021-09-26T22:56:09.327143Z,2025-06-16T22:56:09.327145Z,3308.0,69.0,709.0,39.0,6.0,94.0,4.6,https://github.com/tencent/okhttp.git
tencent/mongodb,661,252,13.89,Java,A popular Java core for cloud,https://github.com/tencent/mongodb,786,,63,15,8527,4.33,1.92,47.47,10.0,8.45,2011-10-29T22:56:09.345460Z,2024-10-18T22:56:09.345461Z,1507.0,30.0,389.0,30.0,5.0,99.0,1.15,https://github.com/tencent/mongodb.git
netflix/storm,658,249,2.65,Java,A popular Java client for okhttp,https://github.com/netflix/storm,678,,13,25,11487,15.19,5.18,59.6,34.02,4.95,2023-01-24T22:56:09.360312Z,2025-05-06T22:56:09.360313Z,3273.0,62.0,799.0,99.0,8.0,222.0,5.8,https://github.com/netflix/storm.git
linkedin/guava,652,206,7.62,Java,A popular Java extension for microservice,https://github.com/linkedin/guava,537,,21,18,29680,18.68,1.3,27.06,20.6,11.62,2018-02-02T22:56:09.327550Z,2024-12-28T22:56:09.327551Z,8302.0,64.0,1267.0,126.0,3.0,82.0,7.82,https://github.com/linkedin/guava.git
alibaba/microservice-2,652,87,13.59,Java,A popular Java library for redis,https://github.com/alibaba/microservice-2,585,,63,41,1000,17.37,2.69,20.93,32.07,3.14,2012-02-13T22:56:09.346636Z,2025-02-18T22:56:09.346639Z,255.0,10.0,169.0,71.0,4.0,55.0,4.83,https://github.com/alibaba/microservice-2.git
uber/netty,652,210,10.73,Java,A popular Java service for redis,https://github.com/uber/netty,596,,56,43,19165,12.39,3.55,25.81,37.48,6.86,2014-12-25T22:56:09.314628Z,2024-10-08T22:56:09.314631Z,5219.0,78.0,681.0,83.0,7.0,71.0,5.27,https://github.com/uber/netty.git
atlassian/hbase,650,45,12.31,Java,A popular Java api for spark,https://github.com/atlassian/hbase,598,,67,42,9721,23.99,5.99,19.23,20.72,3.84,2013-05-27T22:56:09.352802Z,2025-03-28T22:56:09.352805Z,1848.0,51.0,443.0,61.0,15.0,37.0,1.56,https://github.com/atlassian/hbase.git
apache/extension-akka-v2,648,168,11.43,Java,A popular Java server for spark,https://github.com/apache/extension-akka-v2,701,,66,29,4990,4.23,3.66,24.08,35.05,9.49,2014-04-15T22:56:09.328120Z,2024-10-29T22:56:09.328123Z,873.0,10.0,110.0,25.0,9.0,65.0,1.58,https://github.com/apache/extension-akka-v2.git
microsoft/rest,646,126,4.17,Java,A popular Java framework for spring,https://github.com/microsoft/rest,569,,90,23,29282,3.74,1.24,54.15,29.9,8.93,2021-07-18T22:56:09.360162Z,2025-03-11T22:56:09.360163Z,3715.0,72.0,982.0,8.0,3.0,179.0,5.89,https://github.com/microsoft/rest.git
dropbox/boot-v2,641,184,12.17,Java,A popular Java utils for cloud,https://github.com/dropbox/boot-v2,630,,53,37,25995,20.05,2.36,23.19,25.14,2.15,2013-07-17T22:56:09.327313Z,2024-10-10T22:56:09.327315Z,6691.0,219.0,2462.0,119.0,4.0,66.0,0.89,https://github.com/dropbox/boot-v2.git
baidu/gson,641,78,11.64,Java,A popular Java extension for elasticsearch,https://github.com/baidu/gson,698,,46,48,3739,24.78,2.3,59.16,38.95,3.56,2014-01-27T22:56:09.340963Z,2024-12-17T22:56:09.340966Z,1021.0,30.0,178.0,185.0,4.0,192.0,5.72,https://github.com/baidu/gson.git
tencent/rxjava,632,106,4.41,Java,A popular Java library for api,https://github.com/tencent/rxjava,663,,36,36,16231,3.32,4.16,35.95,28.79,5.21,2021-04-20T22:56:09.321888Z,2025-03-25T22:56:09.321891Z,2668.0,35.0,193.0,6.0,7.0,104.0,3.8,https://github.com/tencent/rxjava.git
maven/mongodb,631,162,2.42,Java,A popular Java library for hbase,https://github.com/maven/mongodb,638,,41,34,26767,18.0,1.25,23.96,23.78,8.38,2023-04-18T22:56:09.343771Z,2025-05-01T22:56:09.343773Z,6699.0,95.0,1664.0,143.0,3.0,48.0,6.65,https://github.com/maven/mongodb.git
microsoft/reactor-v2,630,208,13.01,Java,A popular Java library for reactor,https://github.com/microsoft/reactor-v2,520,,56,26,17452,19.95,4.42,27.68,16.46,3.84,2012-09-13T22:56:09.312161Z,2025-04-19T22:56:09.312165Z,2980.0,64.0,1080.0,140.0,8.0,69.0,1.7,https://github.com/microsoft/reactor-v2.git
atlassian/server-kafka,630,243,9.48,Java,A popular Java service for elasticsearch,https://github.com/atlassian/server-kafka,579,,95,46,14017,15.67,4.86,19.36,34.93,5.27,2016-03-27T22:56:09.342224Z,2024-12-03T22:56:09.342227Z,3879.0,38.0,471.0,116.0,8.0,72.0,3.63,https://github.com/atlassian/server-kafka.git
netflix/boot-next,629,93,8.81,Java,A popular Java plugin for mongodb,https://github.com/netflix/boot-next,610,,66,33,1991,12.39,3.13,55.69,24.39,5.37,2016-11-26T22:56:09.338188Z,2025-01-21T22:56:09.338191Z,284.0,11.0,207.0,76.0,8.0,127.0,3.38,https://github.com/netflix/boot-next.git
airbnb/hbase,627,206,6.31,Java,A popular Java plugin for httpclient,https://github.com/airbnb/hbase,603,,81,21,3909,23.91,1.2,16.71,10.73,11.57,2019-05-28T22:56:09.310965Z,2025-09-04T22:56:09.310969Z,586.0,10.0,85.0,189.0,3.0,45.0,2.13,https://github.com/airbnb/hbase.git
facebook/spark-next,624,176,4.72,Java,A popular Java api for jackson,https://github.com/facebook/spark-next,615,,26,33,28730,24.91,1.06,9.27,27.16,2.25,2020-12-30T22:56:09.311139Z,2025-01-02T22:56:09.311143Z,6336.0,180.0,1707.0,62.0,1.0,24.0,2.92,https://github.com/facebook/spark-next.git
tencent/hadoop,623,171,4.59,Java,A popular Java api for tomcat,https://github.com/tencent/hadoop,618,,12,37,6915,3.04,3.66,33.04,13.99,3.92,2021-02-15T22:56:09.341813Z,2024-10-10T22:56:09.341816Z,1798.0,51.0,647.0,6.0,9.0,62.0,0.69,https://github.com/tencent/hadoop.git
netflix/utils-cloud-server,617,145,4.29,Java,A popular Java base for security,https://github.com/netflix/utils-cloud-server,601,,90,25,5209,15.73,4.14,39.89,17.83,9.15,2021-06-04T22:56:09.345802Z,2025-06-01T22:56:09.345803Z,654.0,51.0,971.0,80.0,10.0,155.0,6.09,https://github.com/netflix/utils-cloud-server.git
netflix/spring,613,86,14.27,Java,A popular Java client for netty,https://github.com/netflix/spring,651,,34,36,11259,18.2,1.81,27.56,24.53,3.32,2011-06-12T22:56:09.336828Z,2025-02-11T22:56:09.336830Z,2557.0,29.0,181.0,116.0,5.0,105.0,5.97,https://github.com/netflix/spring.git
apache/base-retrofit,612,80,2.13,Java,A popular Java framework for retrofit,https://github.com/apache/base-retrofit,557,,12,45,1000,19.17,4.74,8.42,28.85,2.92,2023-08-01T22:56:09.313041Z,2024-10-02T22:56:09.313045Z,172.0,10.0,183.0,110.0,11.0,17.0,5.91,https://github.com/apache/base-retrofit.git
uber/security,607,225,3.93,Java,A popular Java api for zookeeper,https://github.com/uber/security,512,,22,35,18189,9.87,4.1,52.95,11.28,8.94,2021-10-13T22:56:09.338238Z,2025-04-02T22:56:09.338241Z,1906.0,118.0,2134.0,55.0,6.0,162.0,7.02,https://github.com/uber/security.git
facebook/web,602,235,2.17,Java,A popular Java api for retrofit,https://github.com/facebook/web,634,,26,17,1000,19.68,2.95,50.9,35.76,3.56,2023-07-19T22:56:09.354952Z,2025-01-04T22:56:09.354955Z,120.0,10.0,170.0,143.0,6.0,86.0,7.09,https://github.com/facebook/web.git
facebook/web,594,216,6.48,Java,A popular Java server for reactor,https://github.com/facebook/web,611,,70,43,1000,6.16,3.7,20.77,23.64,11.06,2019-03-25T22:56:09.321512Z,2024-09-29T22:56:09.321515Z,153.0,10.0,121.0,30.0,7.0,52.0,1.24,https://github.com/facebook/web.git
dropbox/gson,588,128,3.89,Java,A popular Java extension for redis,https://github.com/dropbox/gson,523,,36,45,8726,3.51,5.55,16.7,20.97,11.37,2021-10-26T22:56:09.318903Z,2025-08-23T22:56:09.318906Z,2388.0,34.0,234.0,13.0,12.0,28.0,0.82,https://github.com/dropbox/gson.git
gradle/okhttp,582,193,2.92,Java,A popular Java server for storm,https://github.com/gradle/okhttp,600,,73,22,24380,14.11,3.42,26.78,33.23,11.85,2022-10-18T22:56:09.318634Z,2025-03-28T22:56:09.318637Z,7251.0,84.0,985.0,85.0,9.0,78.0,3.55,https://github.com/gradle/okhttp.git
redhat/reactor,582,103,14.47,Java,A popular Java client for redis,https://github.com/redhat/reactor,545,,52,45,28330,20.89,3.66,46.41,15.13,11.23,2011-03-29T22:56:09.341862Z,2025-08-01T22:56:09.341865Z,4934.0,226.0,1860.0,122.0,6.0,107.0,6.62,https://github.com/redhat/reactor.git
linkedin/cloud,579,103,6.62,Java,A popular Java api for hadoop,https://github.com/linkedin/cloud,654,,78,39,15935,24.87,2.8,41.2,23.68,3.73,2019-02-02T22:56:09.327417Z,2025-05-25T22:56:09.327419Z,2131.0,40.0,257.0,124.0,6.0,102.0,6.16,https://github.com/linkedin/cloud.git
tencent/api-mongodb,578,37,2.03,Java,A popular Java library for reactor,https://github.com/tencent/api-mongodb,685,,61,19,15930,10.45,1.64,54.23,36.69,6.32,2023-09-07T22:56:09.322710Z,2025-03-10T22:56:09.322714Z,2911.0,56.0,647.0,76.0,2.0,193.0,5.99,https://github.com/tencent/api-mongodb.git
alibaba/framework-zookeeper,573,102,13.22,Java,A popular Java core for akka,https://github.com/alibaba/framework-zookeeper,664,,28,32,15168,12.85,5.13,7.26,27.46,7.3,2012-06-28T22:56:09.323110Z,2025-08-14T22:56:09.323114Z,1724.0,82.0,610.0,42.0,14.0,26.0,2.86,https://github.com/alibaba/framework-zookeeper.git
square/spark,572,104,13.81,Java,A popular Java extension for tomcat,https://github.com/square/spark,538,,69,17,20781,8.69,5.4,34.75,8.81,8.31,2011-11-28T22:56:09.323712Z,2025-04-03T22:56:09.323716Z,5952.0,58.0,609.0,19.0,8.0,135.0,7.68,https://github.com/square/spark.git
atlassian/zookeeper,569,36,11.48,Java,A popular Java framework for elasticsearch,https://github.com/atlassian/zookeeper,530,,57,38,27885,20.03,3.68,8.32,28.7,6.27,2014-03-26T22:56:09.348402Z,2025-02-17T22:56:09.348405Z,5909.0,135.0,942.0,77.0,7.0,32.0,5.07,https://github.com/atlassian/zookeeper.git
linkedin/kafka,569,219,3.7,Java,A popular Java shared for tomcat,https://github.com/linkedin/kafka,668,,31,40,26547,18.81,2.43,36.04,18.41,4.1,2022-01-07T22:56:09.334624Z,2024-11-21T22:56:09.334628Z,5095.0,54.0,1016.0,145.0,6.0,92.0,5.5,https://github.com/linkedin/kafka.git
twitter/redis,567,195,7.29,Java,A popular Java base for commons,https://github.com/twitter/redis,466,,18,49,27163,18.9,5.24,50.69,22.14,4.84,2018-06-05T22:56:09.338938Z,2024-12-24T22:56:09.338940Z,7241.0,112.0,1132.0,141.0,8.0,179.0,5.62,https://github.com/twitter/redis.git
apache/cassandra,566,184,1.48,Java,A popular Java plugin for mongodb,https://github.com/apache/cassandra,660,,25,43,39728,24.55,2.74,51.69,23.88,11.66,2024-03-28T22:56:09.350005Z,2025-06-10T22:56:09.350008Z,9958.0,397.0,6514.0,100.0,5.0,87.0,3.58,https://github.com/apache/cassandra.git
twitter/hbase,563,78,4.77,Java,A popular Java common for guava,https://github.com/twitter/hbase,573,,93,42,3439,4.9,4.04,58.18,15.15,9.39,2020-12-11T22:56:09.310564Z,2024-09-28T22:56:09.310568Z,894.0,29.0,526.0,20.0,9.0,153.0,7.32,https://github.com/twitter/hbase.git
jetbrains/httpclient,562,190,2.17,Java,A popular Java core for jetty,https://github.com/jetbrains/httpclient,646,,60,23,1958,22.1,5.89,54.78,11.87,4.54,2023-07-17T22:56:09.339987Z,2024-11-25T22:56:09.339990Z,441.0,10.0,68.0,112.0,16.0,169.0,2.25,https://github.com/jetbrains/httpclient.git
amazon/elasticsearch,558,158,11.86,Java,A popular Java utils for elasticsearch,https://github.com/amazon/elasticsearch,599,,55,40,27040,10.38,4.46,9.56,13.97,3.96,2013-11-09T22:56:09.358400Z,2025-04-03T22:56:09.358403Z,5162.0,111.0,1802.0,82.0,10.0,24.0,1.92,https://github.com/amazon/elasticsearch.git
